,BASE_DATE,ADM_NM,ADM_CD,lat,lng
418,20230701,청리면,37080340,36.33967355223893,128.12437517205205
419,20230701,공성면,37080350,36.285139786808784,128.07537262593024
420,20230701,외남면,37080360,36.35882676076681,128.09340227520258
421,20230701,성내1동,22010560,35.867808126077755,128.5974623936623
422,20230701,성내2동,22010590,35.8702103635672,128.58810086594715
423,20230701,성내3동,22010610,35.87427762970164,128.5816459319931
424,20230701,동문동,37080550,36.421884543229396,128.1895849058045
425,20230701,동성동,37080560,36.395058309664606,128.17787888382387
426,20230701,신흥동,37080570,36.379387484289914,128.1558337613005
427,20230701,가음면,37520360,36.224127248576444,128.7393337069247
428,20230701,금성면,37520370,36.253564593670546,128.68146740707277
429,20230701,봉양면,37520380,36.304945586080834,128.6071798119592
430,20230701,진보면,37530370,36.52452122084724,129.0552269725933
431,20230701,주왕산면,37530380,36.36367194540478,129.139352069501
432,20230701,영양읍,37540110,36.64857990141542,129.16835767222793
433,20230701,입암면,37540310,36.59681159133891,129.0655587190534
434,20230701,일월면,37540330,36.7605479621054,129.12727628252557
435,20230701,금학동,34020550,36.42496636593978,127.10368064774745
436,20230701,옥룡동,34020560,36.438961532229506,127.14909483542446
437,20230701,신관동,34020570,36.482703715684146,127.12307051828856
438,20230701,웅진동,34020580,36.45489373229297,127.1184326459988
439,20230701,월송동,34020590,36.47871386451647,127.16985874133404
440,20230701,웅천읍,34030110,36.23654700179102,126.54572873611275
441,20230701,주포면,34030310,36.411247172797836,126.57353300588653
442,20230701,석보면,37540350,36.55039791304723,129.16660091382775
443,20230701,운문면,37560350,35.74122672187339,128.9691594645061
444,20230701,금천면,37560360,35.715430202234984,128.8940984583373
445,20230701,매전면,37560370,35.66224595246077,128.82506655563114
446,20230701,대가야읍,37570120,35.729113241016,128.26140255392292
447,20230701,대가면,37580360,35.90867266080822,128.22355550481745
448,20230701,벽진면,37580370,35.96302514611908,128.20977951757163
449,20230701,초전면,37580380,35.99143318754444,128.25118385424943
450,20230701,월항면,37580390,35.970444459520486,128.30278616285005
451,20230701,물야면,37610310,36.96117352479913,128.71884831032034
452,20230701,봉성면,37610320,36.89390158446082,128.80133693277273
453,20230701,법전면,37610330,36.904464651477305,128.91962705738982
454,20230701,춘양면,37610340,37.005705940453936,128.85060081197915
